freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge,cluster,cluster_name,pc1,pc2
150,35.95,3.3,4.66,109,91.3,5.2,3432,39.5,machine_learning,Peru,native,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.9287535288035494,-0.9654201002522222
151,15.15,1.6,4.02,15,75.3,24.9,675,19.8,web_development,El Salvador,basic,full_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-1.9303996731097472,-0.5835595473072914
152,21.17,0.4,3.78,30,83.0,29.8,1287,10.0,copywriting,Mexico,intermediate,weekends,none,0,Bajo on time delivery rate / Bajo rating,-1.9791886529469807,-0.271719025433703
153,77.4,12.4,4.67,204,95.2,4.9,4992,56.5,machine_learning,Colombia,intermediate,full_time,none,1,Alto completed projects / Alto experience years,3.457597103943313,0.8091923112215593
154,89.15,10.6,4.77,82,97.0,2.4,898,77.6,graphic_design,Peru,intermediate,full_time,none,1,Alto completed projects / Alto experience years,2.6689668983544417,-0.1996369395564696
155,34.69,6.8,3.52,83,58.0,24.2,1739,7.0,digital_marketing,Mexico,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.6805176721734605,1.3589156960126652
156,13.23,0.4,3.85,9,78.2,26.1,472,13.2,graphic_design,El Salvador,intermediate,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.28413672735809,-0.6181557281976412
157,41.64,6.8,4.49,49,93.4,15.5,1722,35.2,customer_support,El Salvador,intermediate,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.46542558863856487,-0.609255369221719
158,8.46,0.7,3.76,30,78.0,39.4,977,13.4,copywriting,Guatemala,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.4120767530234217,-0.10894982138684392
159,38.4,5.6,4.35,29,88.3,7.5,1804,47.7,mobile_development,Argentina,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.35176023176157717,-0.7852898164353219
160,76.64,8.3,4.66,185,98.1,6.6,4633,68.5,copywriting,Chile,intermediate,part_time,verified,1,Alto completed projects / Alto experience years,3.164352153842674,0.38165973993812047
161,41.21,1.9,3.96,57,75.3,71.6,2043,17.3,graphic_design,Peru,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.9673114449602542,1.5935135722706324
162,34.44,4.1,4.45,82,83.1,13.3,3027,45.8,copywriting,El Salvador,native,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.40471401896997045,-0.45681065898654244
163,81.64,12.8,4.78,263,98.5,6.6,8467,59.9,digital_marketing,Peru,advanced,full_time,top_rated,1,Alto completed projects / Alto experience years,4.629670089872992,1.394470846068063
164,32.13,4.4,4.61,31,82.6,11.1,1186,48.5,customer_support,El Salvador,basic,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.019284003908388126,-1.0354653251085622
165,51.6,12.2,4.66,220,90.9,3.5,5667,44.1,machine_learning,Chile,advanced,full_time,none,1,Alto completed projects / Alto experience years,2.9892989420288125,0.5288293600951238
166,9.33,0.6,3.57,15,76.9,26.9,1048,2.2,machine_learning,Colombia,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.601554884922292,-0.2733250895960149
167,50.16,9.9,4.72,275,97.7,6.3,3803,46.7,web_development,Colombia,intermediate,full_time,top_rated,1,Alto completed projects / Alto experience years,2.903440038821381,0.1324726877406835
168,13.76,2.1,4.27,6,85.6,15.3,543,4.8,copywriting,Colombia,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.6267307742766597,-1.3353435529707236
169,38.03,4.1,4.76,28,93.9,11.6,1374,27.1,machine_learning,Chile,advanced,weekends,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.1135448907246597,-1.3282105843314715
170,13.4,0.7,4.07,5,77.2,47.2,938,24.7,machine_learning,Peru,advanced,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.2173570204970305,-0.09984981741300465
171,15.14,6.3,2.82,32,46.3,21.3,1312,15.8,machine_learning,Costa Rica,advanced,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.8529615237405466,1.5638703602115842
172,26.94,4.2,4.51,51,95.6,5.0,2123,28.1,data_analysis,Chile,advanced,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.23354308842132862,-1.3812935103279618
173,9.21,1.3,3.91,4,72.1,38.2,826,19.0,web_development,Colombia,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.445601404759484,-0.14914670922770706
174,57.96,10.0,4.9,217,97.3,1.8,4787,85.0,data_analysis,Chile,advanced,full_time,none,1,Alto completed projects / Alto experience years,3.7570907550327073,-0.06124328578016066
175,29.0,5.0,4.54,72,84.2,13.1,1558,50.8,web_development,Guatemala,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.30348470484875145,-0.7862814424805425
176,43.01,3.7,4.78,29,89.7,14.9,909,44.6,copywriting,Chile,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.20209433717381686,-1.1415628209294513
177,47.63,8.8,4.81,103,99.5,1.5,3508,63.3,data_analysis,El Salvador,basic,part_time,top_rated,1,Alto completed projects / Alto experience years,2.396643160947142,-0.7953944470811167
178,35.57,4.9,4.56,88,96.0,13.1,2749,44.3,web_development,Costa Rica,basic,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.8838407284133729,-0.8110490792794529
179,45.48,9.7,4.9,272,98.5,6.1,4428,45.2,web_development,Colombia,advanced,part_time,verified,1,Alto completed projects / Alto experience years,3.043579048645193,-0.06458816712504686
180,34.35,7.3,3.25,100,47.8,23.2,1583,2.7,web_development,Costa Rica,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.1021223367261705,1.875964187259871
181,91.3,10.1,4.93,247,93.2,2.9,7775,43.7,data_analysis,Colombia,basic,full_time,none,1,Alto completed projects / Alto experience years,4.0142174928942955,1.1542995350554681
182,13.02,2.3,3.91,30,71.1,14.6,1622,5.6,web_development,Argentina,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.9200851697342844,-0.47787143629651624
183,12.98,1.5,4.11,17,83.9,16.6,954,23.9,mobile_development,Mexico,intermediate,weekends,none,0,Bajo on time delivery rate / Bajo rating,-1.4065125587485086,-1.1023430128292537
184,19.63,2.9,3.62,26,73.6,34.0,1221,16.8,data_analysis,Guatemala,native,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.090050725861437,0.3625766763431613
185,49.6,13.8,4.92,142,90.4,4.2,4690,48.4,customer_support,Guatemala,intermediate,full_time,none,1,Alto completed projects / Alto experience years,2.79071479728696,0.07780732329114935
186,23.82,5.0,2.98,83,65.4,31.3,1960,5.9,data_analysis,Chile,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.2249684701205372,1.5081595340474088
187,57.46,15.0,4.82,89,99.9,6.5,2455,58.0,copywriting,Costa Rica,intermediate,part_time,top_rated,1,Alto completed projects / Alto experience years,2.710268333606967,-0.21678325654438185
188,19.35,0.8,4.23,31,77.2,39.1,1003,25.0,mobile_development,Chile,advanced,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.7709869004633314,-0.2934520669838282
189,92.39,11.6,4.99,278,93.5,6.9,7496,82.3,copywriting,Guatemala,advanced,full_time,top_rated,1,Alto completed projects / Alto experience years,4.918583605360897,1.3806203627159088
190,21.28,2.5,4.23,32,77.5,16.7,795,2.9,customer_support,Guatemala,intermediate,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.638992448711893,-0.7798538548612487
191,24.44,6.2,4.72,32,82.3,10.6,1868,51.7,copywriting,Mexico,intermediate,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.3412618960204015,-1.056513881593225
192,12.22,0.4,3.64,28,83.2,46.5,1666,16.9,copywriting,Argentina,advanced,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.258430420607578,0.18638001345080174
193,59.73,8.4,4.6,280,98.5,6.4,5473,68.4,mobile_development,Mexico,native,part_time,rising_talent,1,Alto completed projects / Alto experience years,3.5268962504379067,0.49834508858569215
194,21.75,0.5,4.3,6,83.9,35.5,263,18.8,mobile_development,Mexico,intermediate,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.8391951937772784,-0.7588206335942083
195,14.14,1.3,3.65,27,76.3,24.4,1449,14.6,mobile_development,Colombia,intermediate,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.0640600323445777,-0.1968902821604453
196,11.66,0.3,3.81,25,68.7,12.9,1056,23.7,customer_support,Guatemala,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.0452581293572885,-0.62959873768106
197,21.34,4.3,4.78,77,91.8,12.4,1444,44.2,data_analysis,Guatemala,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.39456524081992334,-1.400945689225449
198,8.05,0.3,4.24,31,69.6,11.0,1180,5.9,data_analysis,Chile,advanced,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.0199701217818564,-1.1136325412025505
199,16.99,1.2,3.83,25,73.5,26.9,627,8.1,web_development,Colombia,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.3126675347599304,-0.264399032862551
200,33.54,6.9,4.55,95,82.9,8.0,3008,35.9,mobile_development,El Salvador,intermediate,full_time,verified,2,Bajo response time hours / Alto on time delivery rate,0.6904796615819351,-0.4575265725610397
201,16.0,1.6,4.01,10,67.8,38.8,1169,6.0,mobile_development,Colombia,basic,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.525427745388364,0.10339025652388474
202,19.52,0.4,4.04,21,85.9,44.7,726,3.5,digital_marketing,El Salvador,native,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.2356525281110615,-0.26690478132197515
203,39.54,3.5,4.29,97,90.2,12.9,2352,52.6,digital_marketing,Peru,advanced,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.5991286913373943,-0.4757903210343671
204,31.83,3.7,4.44,104,90.5,12.0,2005,16.6,web_development,El Salvador,native,limited,none,2,Bajo response time hours / Alto on time delivery rate,-0.02517842777687162,-0.7982923167149212
205,60.15,9.2,4.8,130,99.7,2.6,4084,55.0,digital_marketing,Costa Rica,advanced,part_time,none,1,Alto completed projects / Alto experience years,2.656003502882505,-0.3413481949356704
206,29.51,5.4,3.42,52,72.1,45.8,1265,3.2,web_development,Colombia,intermediate,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.196343243630806,1.3314206076613366
207,14.39,2.8,4.13,18,73.5,27.6,722,11.1,copywriting,El Salvador,advanced,part_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.9703179994592184,-0.43950908794837984
208,28.74,3.7,4.74,120,93.6,4.2,4524,16.1,mobile_development,Argentina,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.8416699757972186,-1.0274446203788803
209,20.5,6.1,4.66,26,88.6,4.7,987,21.9,digital_marketing,Chile,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.183655198645471,-1.5351040274412788
210,14.53,2.0,4.24,26,78.4,10.3,1371,25.0,digital_marketing,Chile,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-1.1712385185932328,-1.1152109904738685
211,12.55,0.8,4.09,20,69.3,29.7,1451,7.5,machine_learning,Peru,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.2940517315757316,-0.32093512961778237
212,23.16,4.8,3.27,9,64.2,71.7,947,16.3,customer_support,Peru,intermediate,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-3.0934943412318594,2.0594339142677582
213,19.79,1.9,2.95,38,68.9,48.2,1896,18.3,data_analysis,Argentina,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.7716212277716004,1.4836863191406033
214,61.57,9.1,4.72,140,94.7,7.1,1588,69.2,data_analysis,Costa Rica,intermediate,full_time,verified,1,Alto completed projects / Alto experience years,2.247116687067347,-0.31574538547502207
215,21.89,1.0,4.39,30,68.3,42.8,690,6.1,copywriting,Guatemala,basic,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.314966545484013,-0.05941351001189489
216,18.7,1.5,4.19,6,68.0,26.5,129,11.9,web_development,Argentina,advanced,limited,verified,0,Bajo on time delivery rate / Bajo rating,-2.2864771449179693,-0.5165781246455514
217,71.55,7.1,4.6,207,92.3,7.1,4782,55.6,graphic_design,Mexico,advanced,part_time,none,1,Alto completed projects / Alto experience years,2.681069052047601,0.5199877489382138
218,74.82,9.7,4.96,148,93.4,7.3,5803,58.0,machine_learning,Guatemala,intermediate,full_time,none,1,Alto completed projects / Alto experience years,3.161125372550268,0.37529728798988354
219,74.48,8.4,4.75,99,93.8,5.5,2428,78.6,data_analysis,Guatemala,basic,part_time,none,1,Alto completed projects / Alto experience years,2.4901689915518377,-0.17943479599240647
220,11.54,2.1,3.68,1,71.9,35.1,164,17.2,machine_learning,Mexico,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.601272752484181,-0.0384562751367264
221,69.89,11.9,4.91,347,99.7,3.5,8123,60.5,customer_support,Peru,intermediate,part_time,none,1,Alto completed projects / Alto experience years,4.903484341091087,1.108802494319537
222,16.04,1.5,4.35,33,66.7,37.5,973,22.8,digital_marketing,El Salvador,basic,weekends,verified,0,Bajo on time delivery rate / Bajo rating,-1.9700410139887738,-0.19126940973414985
223,63.01,12.4,4.77,139,90.9,6.3,3775,42.3,copywriting,Peru,native,limited,none,1,Alto completed projects / Alto experience years,2.4396539662464733,0.25098444544544435
224,63.63,9.7,4.65,284,99.6,2.9,9069,59.3,graphic_design,Mexico,basic,full_time,expert_vetted,1,Alto completed projects / Alto experience years,4.304021103201263,0.9465189465939167
225,50.19,14.3,4.79,304,91.8,3.7,8908,57.9,graphic_design,El Salvador,native,part_time,none,1,Alto completed projects / Alto experience years,4.485835429904499,1.1819989118220604
226,11.66,0.9,4.13,34,82.7,31.9,1232,15.0,data_analysis,Costa Rica,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.7685580055240973,-0.6151545631702972
227,64.24,13.7,4.82,107,90.1,7.5,2457,65.3,data_analysis,El Salvador,intermediate,full_time,none,1,Alto completed projects / Alto experience years,2.582385816065263,0.12014579196945159
228,33.76,4.5,4.69,35,88.4,13.4,823,32.9,customer_support,Guatemala,basic,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.0969078312125485,-1.1650983321496242
229,9.27,1.8,4.06,20,85.5,31.4,1189,17.1,web_development,Argentina,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.7090405072608774,-0.692929435639901
230,37.92,4.5,4.47,37,92.6,5.9,1557,28.7,copywriting,Mexico,basic,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.1277061172922753,-1.1186965515679892
231,81.08,7.9,4.84,176,91.2,7.0,2659,50.8,data_analysis,Costa Rica,basic,full_time,rising_talent,1,Alto completed projects / Alto experience years,2.390722252611958,0.18290641043261702
232,20.48,1.4,4.03,33,68.1,29.0,1955,14.2,customer_support,Colombia,advanced,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.925091691160976,0.051307148764055704
233,17.21,1.8,3.79,25,74.6,33.1,819,17.9,digital_marketing,El Salvador,advanced,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.1312064159642348,-0.004356250328716779
234,34.03,8.6,3.46,45,68.5,68.5,1415,12.7,copywriting,Colombia,native,full_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-2.1122492675686764,2.3278852853839913
235,37.36,4.3,4.27,70,89.9,10.6,2695,52.7,digital_marketing,Costa Rica,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.5906819838119838,-0.5535713108455216
236,17.38,0.6,4.18,11,87.6,36.0,528,5.4,web_development,Peru,advanced,part_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.018111464824509,-0.7428195049539195
237,88.24,12.9,4.82,201,95.1,6.6,2252,74.8,machine_learning,Costa Rica,native,limited,none,1,Alto completed projects / Alto experience years,3.536425031683752,0.5898481555346052
238,20.32,4.0,4.57,81,93.6,14.8,2858,43.2,mobile_development,Argentina,intermediate,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.4941998326615762,-1.046023480112637
239,10.43,1.5,3.84,28,71.4,20.0,705,5.7,graphic_design,Guatemala,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.322207486188612,-0.5030950716782254
240,38.47,7.0,3.39,78,63.2,21.9,3172,14.2,data_analysis,Colombia,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.168914011240522,1.5034290241535755
241,10.99,1.0,3.82,14,86.9,33.5,1060,12.9,web_development,Mexico,advanced,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.036989735864831,-0.5188987378841672
242,35.53,6.8,4.61,66,87.3,13.4,1843,19.5,copywriting,El Salvador,intermediate,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.16109222165621281,-0.6375201677871726
243,22.06,3.4,4.78,93,89.5,11.2,1980,23.4,machine_learning,Mexico,intermediate,weekends,verified,2,Bajo response time hours / Alto on time delivery rate,0.08128964915538965,-1.3117018717917526
244,66.76,13.5,4.63,158,90.2,6.0,2280,41.9,data_analysis,Argentina,native,full_time,top_rated,1,Alto completed projects / Alto experience years,2.3079648043144667,0.4044520114554261
245,27.91,4.6,4.27,25,91.0,11.0,747,45.2,copywriting,Mexico,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.16083799345105176,-1.0909934070619187
246,43.17,4.5,4.69,28,88.6,9.9,1384,20.5,digital_marketing,Colombia,intermediate,weekends,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,-0.06308184854931692,-1.0484930374125099
247,39.86,9.6,2.81,76,49.7,20.3,1818,11.5,digital_marketing,Argentina,advanced,limited,none,0,Bajo on time delivery rate / Bajo rating,-1.8982475797457556,2.3144124948264477
