freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge
260,17.23,2.7,3.99,1,85.6,39.4,62,16.9,machine_learning,Argentina,native,full_time,rising_talent
261,40.12,6.6,4.7,98,83.4,4.7,3347,34.1,machine_learning,Chile,intermediate,full_time,rising_talent
262,22.95,3.0,4.59,113,93.3,8.3,2956,19.3,machine_learning,Peru,advanced,limited,none
263,15.73,1.7,3.66,31,70.8,21.7,1738,9.9,data_analysis,Argentina,intermediate,full_time,none
264,13.61,1.0,4.0,4,68.7,46.7,661,2.1,machine_learning,Mexico,basic,part_time,none
265,13.38,3.0,4.05,34,71.6,46.6,938,3.3,customer_support,Guatemala,intermediate,full_time,rising_talent
266,20.84,5.4,4.51,54,90.6,11.8,1942,29.4,digital_marketing,Costa Rica,intermediate,full_time,top_rated
267,38.42,3.3,4.25,61,92.2,10.3,2062,38.3,mobile_development,El Salvador,native,full_time,none
268,22.66,3.3,4.38,39,93.2,15.4,1627,50.0,customer_support,Costa Rica,advanced,full_time,rising_talent
269,31.73,5.1,3.5,8,60.9,31.9,829,7.7,mobile_development,Peru,intermediate,full_time,top_rated
270,58.17,9.3,4.76,255,90.8,7.5,8472,63.8,graphic_design,Argentina,intermediate,part_time,rising_talent
271,20.89,2.8,3.1,84,56.7,60.1,3343,2.4,web_development,Guatemala,advanced,full_time,none
272,49.88,6.2,3.13,28,77.5,67.5,714,5.6,machine_learning,El Salvador,native,part_time,none
273,45.36,5.1,2.94,71,60.2,55.2,2014,0.2,copywriting,Chile,intermediate,part_time,none
274,26.75,2.7,3.31,58,68.1,38.1,879,17.1,mobile_development,Mexico,advanced,weekends,top_rated
275,54.8,13.4,4.9,322,98.1,2.2,10489,65.0,copywriting,El Salvador,intermediate,full_time,top_rated
276,37.26,3.2,4.69,85,93.7,4.3,2076,44.8,digital_marketing,Peru,basic,part_time,verified
277,20.56,6.2,3.58,27,77.3,33.4,1237,6.5,data_analysis,Costa Rica,advanced,full_time,expert_vetted
278,39.54,9.4,3.31,83,63.9,63.8,1499,1.4,digital_marketing,Chile,advanced,full_time,verified
279,91.94,13.0,4.81,310,94.1,2.3,8782,41.2,data_analysis,Argentina,intermediate,part_time,none
280,35.58,1.2,3.28,15,48.4,51.4,511,1.7,mobile_development,Chile,intermediate,part_time,top_rated
281,8.49,1.1,4.32,31,75.7,43.1,1075,23.5,graphic_design,El Salvador,advanced,full_time,top_rated
282,35.99,4.2,4.41,94,85.2,4.2,1157,27.3,web_development,Colombia,intermediate,full_time,none
283,52.72,5.3,2.81,60,71.3,50.2,1359,15.9,machine_learning,Costa Rica,intermediate,full_time,top_rated
284,56.03,7.6,4.85,344,97.6,7.4,6156,80.4,digital_marketing,Costa Rica,intermediate,part_time,none
285,14.37,1.4,4.13,32,69.3,10.7,520,3.1,digital_marketing,Chile,basic,full_time,none
286,8.21,0.7,3.88,32,88.0,27.6,1133,20.2,web_development,Chile,advanced,part_time,top_rated
287,19.78,2.5,4.25,8,87.4,37.2,151,10.9,mobile_development,El Salvador,advanced,part_time,top_rated
288,13.45,2.9,4.34,11,79.5,11.6,816,23.6,digital_marketing,Argentina,intermediate,part_time,top_rated
289,22.15,4.9,2.82,40,64.3,39.4,1654,4.9,customer_support,Colombia,intermediate,part_time,none
290,16.66,2.8,4.4,4,66.4,34.5,283,18.1,copywriting,Peru,advanced,full_time,none
291,62.91,8.1,4.96,328,97.1,4.9,8198,67.1,copywriting,Peru,advanced,part_time,rising_talent
292,35.84,1.6,2.99,42,72.0,47.2,1660,9.1,graphic_design,Guatemala,advanced,full_time,top_rated
293,21.58,6.9,4.69,49,89.3,9.5,1474,37.1,copywriting,Mexico,basic,full_time,none
294,19.68,1.3,2.93,29,48.3,48.8,1361,16.7,digital_marketing,Guatemala,intermediate,full_time,none
295,20.98,5.4,3.87,15,60.4,52.5,1321,7.2,copywriting,Guatemala,advanced,part_time,none
296,12.25,2.8,4.36,7,67.3,18.8,763,10.9,graphic_design,Costa Rica,advanced,full_time,top_rated
297,80.13,10.4,4.64,172,95.5,4.5,4522,72.9,copywriting,Peru,advanced,full_time,top_rated
298,61.17,8.9,4.82,272,97.7,7.5,5868,52.7,web_development,Guatemala,native,full_time,top_rated
299,24.98,3.7,3.07,45,45.7,62.4,1601,13.8,graphic_design,Mexico,basic,full_time,none
300,34.55,3.9,4.69,36,90.0,10.4,1097,23.7,graphic_design,El Salvador,advanced,full_time,top_rated
301,37.59,3.7,3.68,78,57.6,60.1,2920,18.4,machine_learning,Mexico,advanced,part_time,top_rated
302,20.29,6.1,4.43,64,89.3,7.2,1873,37.6,web_development,Costa Rica,native,full_time,top_rated
303,14.05,2.4,3.63,22,66.9,31.7,739,3.1,machine_learning,Colombia,advanced,full_time,none
304,34.28,5.2,4.8,92,85.4,3.9,3122,46.1,data_analysis,Costa Rica,intermediate,full_time,none
305,20.61,4.2,4.79,103,93.5,13.4,3633,39.9,mobile_development,Peru,intermediate,full_time,none
306,57.15,12.0,4.66,227,90.1,5.9,2169,45.6,mobile_development,Argentina,advanced,full_time,top_rated
307,44.81,5.8,4.6,73,90.2,11.6,1951,16.7,digital_marketing,Guatemala,intermediate,limited,none
308,78.15,14.3,4.74,135,90.2,7.1,3193,72.5,data_analysis,Peru,intermediate,full_time,none
309,21.54,1.7,4.14,3,70.7,30.1,391,9.7,copywriting,Peru,advanced,part_time,expert_vetted
310,40.3,5.5,4.73,28,95.2,15.3,660,24.0,data_analysis,Costa Rica,intermediate,full_time,verified
311,65.87,11.6,4.77,239,99.1,3.3,3360,67.1,mobile_development,Colombia,intermediate,full_time,top_rated
312,21.94,2.9,3.63,11,72.3,31.2,1082,23.8,graphic_design,Guatemala,advanced,weekends,none
313,31.08,6.7,4.74,119,85.8,13.1,4027,19.3,digital_marketing,Argentina,advanced,part_time,none
314,18.92,0.4,4.26,31,81.4,24.2,560,21.6,mobile_development,Guatemala,intermediate,limited,verified
315,21.57,7.0,3.04,31,47.2,68.1,990,19.7,customer_support,Argentina,intermediate,weekends,top_rated
316,81.01,10.2,4.98,348,96.4,5.9,7975,41.9,web_development,Argentina,intermediate,full_time,rising_talent
317,32.9,5.5,4.23,62,88.2,14.5,1075,45.9,web_development,Colombia,intermediate,full_time,none
318,24.49,5.3,4.74,94,83.9,8.4,2979,33.0,mobile_development,El Salvador,basic,full_time,top_rated
319,53.2,12.9,4.64,310,96.3,1.6,11268,75.4,graphic_design,Costa Rica,advanced,part_time,none
320,41.78,6.5,4.3,43,84.5,12.3,1692,31.8,digital_marketing,Colombia,basic,part_time,none
321,26.33,4.8,4.71,94,93.3,10.9,2889,34.7,machine_learning,El Salvador,basic,full_time,none
322,35.49,5.2,4.7,31,84.6,3.7,866,29.0,digital_marketing,Peru,native,part_time,none
323,17.41,1.8,4.12,12,87.2,38.5,674,10.3,copywriting,Costa Rica,advanced,full_time,rising_talent
324,14.59,0.4,4.27,22,77.1,29.9,987,18.0,data_analysis,El Salvador,advanced,full_time,rising_talent
325,66.35,13.8,4.7,261,99.3,5.3,6422,64.8,graphic_design,Argentina,advanced,limited,none
326,16.76,0.4,4.26,27,74.5,22.7,430,14.9,digital_marketing,Chile,advanced,part_time,top_rated
327,20.15,5.7,4.4,117,90.0,15.5,4258,48.3,customer_support,El Salvador,advanced,full_time,top_rated
328,42.3,5.1,4.4,77,95.0,3.7,2593,35.8,web_development,Argentina,advanced,full_time,verified
329,48.31,8.2,4.94,253,99.8,5.4,5294,82.1,data_analysis,Chile,advanced,part_time,none
330,32.43,4.0,4.47,63,85.0,6.9,1921,19.5,customer_support,Guatemala,advanced,limited,none
331,32.09,6.5,4.39,66,84.0,14.3,1868,47.9,mobile_development,Guatemala,intermediate,full_time,top_rated
332,21.05,2.1,4.03,6,72.7,43.8,191,4.4,digital_marketing,Argentina,intermediate,part_time,none
333,31.03,3.5,4.29,60,83.6,15.5,1920,37.4,copywriting,Chile,basic,full_time,none
334,9.0,1.8,3.8,29,66.2,11.1,620,22.8,machine_learning,Costa Rica,intermediate,full_time,top_rated
335,79.97,11.9,4.72,181,97.1,5.7,5617,66.7,graphic_design,Mexico,advanced,limited,top_rated
336,37.11,5.8,4.48,54,95.3,4.9,1148,50.8,copywriting,Peru,intermediate,part_time,top_rated
337,31.53,3.7,4.66,102,90.0,9.6,1679,31.2,data_analysis,Chile,advanced,full_time,none
338,33.7,6.9,4.43,68,84.9,12.0,1935,32.2,mobile_development,Colombia,advanced,part_time,verified
339,32.17,5.4,4.48,96,83.4,8.8,3019,27.3,machine_learning,Peru,intermediate,full_time,none
340,89.36,14.2,4.85,80,97.6,5.6,2426,62.6,mobile_development,Argentina,advanced,part_time,top_rated
341,25.1,9.5,3.32,49,77.7,49.5,2385,12.2,digital_marketing,Guatemala,intermediate,full_time,none
342,86.04,9.9,4.94,95,92.4,5.9,2131,59.7,machine_learning,Argentina,advanced,full_time,none
343,43.11,6.4,4.29,110,83.8,3.2,4181,40.9,machine_learning,Colombia,basic,full_time,none
344,39.72,5.4,4.46,48,88.4,8.5,1110,47.8,web_development,El Salvador,advanced,part_time,top_rated
345,33.65,4.5,4.79,97,88.8,7.8,1732,38.2,digital_marketing,El Salvador,intermediate,full_time,top_rated
346,16.83,2.0,4.1,35,83.4,21.9,1495,3.2,customer_support,El Salvador,advanced,full_time,none
347,24.67,2.5,3.63,81,69.7,57.3,1855,11.3,web_development,Chile,advanced,full_time,none
348,15.08,2.6,3.75,9,79.2,20.5,823,7.9,graphic_design,El Salvador,intermediate,part_time,rising_talent
349,10.53,1.6,3.53,6,87.2,32.6,591,20.9,machine_learning,Argentina,advanced,full_time,none
350,41.05,3.2,4.36,39,82.7,9.0,1855,34.0,mobile_development,Costa Rica,advanced,full_time,none
351,30.87,4.2,4.68,73,91.5,15.5,3044,42.3,copywriting,Costa Rica,advanced,full_time,none
352,19.23,0.8,4.03,30,82.8,38.5,742,18.9,graphic_design,Peru,advanced,full_time,rising_talent
353,9.37,0.3,3.9,15,81.7,19.6,751,2.8,mobile_development,Mexico,advanced,part_time,verified
354,17.19,2.7,4.01,12,85.6,36.4,1053,7.8,customer_support,Chile,advanced,full_time,top_rated
355,57.87,13.2,4.71,111,93.8,3.3,2132,43.0,data_analysis,El Salvador,native,part_time,none
356,50.42,11.3,4.77,134,99.1,6.0,3395,45.2,customer_support,Guatemala,native,part_time,top_rated
357,40.58,3.4,3.64,55,64.0,45.8,1951,18.8,data_analysis,Argentina,basic,limited,rising_talent
358,34.18,6.7,4.42,112,86.2,3.7,2873,54.9,copywriting,Mexico,advanced,full_time,none
359,15.76,2.9,4.09,20,81.0,44.1,852,16.5,customer_support,Argentina,basic,part_time,rising_talent
360,32.23,3.3,4.52,64,89.0,15.5,887,47.5,web_development,Peru,advanced,part_time,none
361,78.37,10.7,4.87,156,97.4,2.6,3326,43.6,customer_support,Guatemala,intermediate,full_time,none
362,42.62,6.3,4.26,103,84.4,10.7,3024,47.7,mobile_development,Mexico,advanced,full_time,rising_talent
363,41.17,3.9,3.97,78,63.0,35.4,897,19.3,copywriting,Mexico,basic,part_time,none
364,72.67,10.5,4.97,100,91.3,6.5,2125,71.6,customer_support,Mexico,basic,part_time,none
365,89.35,10.3,4.92,323,96.9,2.4,6355,72.0,web_development,Colombia,advanced,full_time,none
366,60.06,10.4,4.82,178,91.2,4.7,5633,44.8,mobile_development,El Salvador,advanced,full_time,none
367,19.15,2.1,4.37,31,76.4,16.1,766,23.2,machine_learning,Chile,intermediate,weekends,rising_talent
368,18.37,2.8,3.66,2,76.2,14.4,381,22.6,machine_learning,Argentina,advanced,limited,none
369,11.19,0.7,3.87,13,73.6,18.4,564,12.8,mobile_development,El Salvador,intermediate,full_time,top_rated
370,13.02,0.8,3.8,3,80.9,12.3,236,5.1,copywriting,Argentina,native,full_time,rising_talent
371,35.29,3.7,4.78,54,83.2,14.1,2151,34.6,customer_support,Chile,basic,full_time,verified
372,14.08,0.7,4.33,10,86.0,44.1,1098,11.6,web_development,Costa Rica,advanced,full_time,rising_talent
373,67.62,8.9,4.82,86,96.9,3.8,1335,50.9,web_development,El Salvador,advanced,part_time,top_rated
374,34.59,6.9,4.48,42,94.2,8.3,1510,46.6,web_development,Mexico,intermediate,full_time,top_rated
375,38.82,5.8,4.57,98,93.1,13.2,2786,18.2,copywriting,Guatemala,basic,full_time,top_rated
376,24.38,5.2,4.24,115,92.8,4.8,3690,28.4,mobile_development,Argentina,intermediate,limited,top_rated
377,21.36,4.5,4.47,89,89.4,4.6,2291,43.4,customer_support,Peru,advanced,limited,rising_talent
378,14.82,9.0,3.35,15,57.9,27.7,300,19.2,graphic_design,El Salvador,intermediate,part_time,expert_vetted
379,13.83,2.0,4.34,31,73.0,26.9,1192,16.8,mobile_development,Peru,intermediate,full_time,top_rated
380,34.83,5.8,4.71,81,88.4,10.4,2606,50.9,customer_support,Peru,native,full_time,none
381,31.4,3.7,4.75,116,89.5,5.4,4574,22.0,graphic_design,Colombia,intermediate,part_time,none
382,11.65,0.6,4.01,3,80.3,47.2,649,5.4,digital_marketing,Mexico,native,full_time,top_rated
383,14.41,1.0,3.5,35,87.4,22.6,1325,18.2,graphic_design,El Salvador,intermediate,part_time,top_rated
384,17.49,0.4,3.52,15,75.3,13.5,583,3.3,digital_marketing,Argentina,basic,full_time,none
385,49.37,11.1,4.68,242,96.0,4.6,5266,42.8,machine_learning,Peru,intermediate,part_time,none
386,31.14,5.2,4.33,81,92.4,8.4,2674,32.7,machine_learning,Colombia,advanced,full_time,none
387,44.71,5.1,4.4,100,92.6,4.1,2488,31.4,customer_support,Colombia,intermediate,weekends,none
388,121.01,4.2,3.0,88,89.8,117.89,2495,16.1,digital_marketing,Costa Rica,intermediate,limited,top_rated
389,18.71,1.5,4.37,24,78.4,31.5,1210,22.0,data_analysis,Peru,intermediate,full_time,rising_talent
390,8.82,1.0,4.29,9,73.2,12.0,353,10.3,digital_marketing,Chile,intermediate,limited,top_rated
391,54.16,7.8,4.9,245,98.7,6.8,7198,74.2,copywriting,Mexico,advanced,full_time,none
392,11.94,2.3,3.87,11,67.4,15.9,982,7.1,data_analysis,Costa Rica,intermediate,part_time,rising_talent
393,32.62,3.8,3.24,61,74.4,50.3,1686,15.3,data_analysis,Argentina,basic,full_time,rising_talent
394,25.25,6.9,4.45,39,83.1,13.1,1237,45.3,web_development,El Salvador,basic,part_time,none
395,82.73,13.3,4.97,185,95.9,2.4,2971,73.5,digital_marketing,Peru,intermediate,weekends,rising_talent
396,32.62,3.3,4.69,26,89.4,12.3,741,53.6,data_analysis,Argentina,native,weekends,top_rated
397,54.26,12.4,4.64,261,99.8,4.0,7774,65.7,data_analysis,El Salvador,basic,part_time,rising_talent
398,72.86,7.3,4.73,139,93.8,4.2,4499,76.8,machine_learning,Chile,native,full_time,verified
399,46.5,9.5,3.24,6,78.0,44.5,241,2.1,data_analysis,Colombia,intermediate,full_time,expert_vetted
400,89.62,8.3,4.75,181,93.4,5.2,6285,89.5,customer_support,Chile,advanced,full_time,top_rated
401,85.05,14.5,4.74,287,99.9,4.6,3743,47.4,customer_support,Argentina,advanced,part_time,none
402,8.96,2.0,4.37,25,78.9,22.4,1389,9.0,customer_support,El Salvador,intermediate,full_time,top_rated
403,12.81,2.6,3.99,3,87.8,43.4,546,4.7,customer_support,Guatemala,basic,full_time,verified
404,37.65,5.0,4.28,116,87.4,12.9,3214,37.8,customer_support,El Salvador,advanced,part_time,none
405,16.27,1.1,4.11,19,72.4,11.1,1089,3.0,web_development,Peru,intermediate,full_time,expert_vetted
406,21.41,4.0,4.34,64,90.3,14.8,1115,17.6,copywriting,Guatemala,intermediate,weekends,top_rated
407,23.46,7.3,3.51,45,57.5,39.1,1172,11.5,mobile_development,Peru,intermediate,weekends,top_rated
408,12.19,2.9,3.68,5,84.3,30.4,585,8.6,mobile_development,Mexico,advanced,full_time,top_rated
409,15.93,1.6,3.88,23,83.3,34.8,1004,8.9,copywriting,Argentina,intermediate,part_time,top_rated
410,72.38,14.0,4.85,344,98.6,5.0,10123,50.6,digital_marketing,Costa Rica,native,full_time,none
411,14.47,0.7,4.17,20,84.4,25.6,1368,21.8,machine_learning,Chile,advanced,full_time,none
412,30.15,3.5,4.32,56,93.2,7.0,1123,34.4,mobile_development,Colombia,intermediate,part_time,rising_talent
413,15.71,1.9,3.54,32,83.0,12.1,578,22.6,machine_learning,Peru,advanced,weekends,none
414,87.14,8.9,4.83,336,99.3,4.7,11396,81.4,customer_support,Mexico,intermediate,part_time,rising_talent
415,34.61,4.6,4.65,55,95.1,5.8,1265,19.3,digital_marketing,Guatemala,intermediate,full_time,verified
416,30.59,5.7,4.78,43,87.1,12.3,2086,47.9,web_development,Guatemala,advanced,weekends,none
417,27.73,6.8,4.42,112,83.7,14.3,4049,49.3,digital_marketing,Chile,basic,weekends,none
418,20.46,2.7,4.07,27,83.2,20.4,1328,3.8,machine_learning,Peru,advanced,weekends,rising_talent
419,79.92,11.1,4.74,247,94.5,1.2,6988,42.6,graphic_design,Guatemala,intermediate,full_time,none
420,10.21,1.5,4.37,9,84.5,36.1,940,20.2,graphic_design,Chile,intermediate,full_time,none
421,22.11,4.5,4.44,73,95.2,14.5,3065,24.0,mobile_development,Mexico,native,part_time,rising_talent
422,142.07,1.3,3.11,6,87.0,109.12,688,15.0,data_analysis,Argentina,advanced,part_time,verified
423,59.4,11.0,4.65,185,96.0,8.0,3987,54.1,graphic_design,Guatemala,intermediate,part_time,top_rated
424,27.89,7.2,3.35,6,60.5,65.1,474,19.5,machine_learning,Chile,basic,full_time,none
425,32.25,4.2,3.53,90,76.9,50.3,1970,15.0,machine_learning,Chile,native,full_time,none
426,13.77,2.6,3.0,68,75.7,65.4,1662,2.6,digital_marketing,Mexico,intermediate,limited,top_rated
427,24.08,4.2,3.32,38,65.2,59.1,1542,5.3,customer_support,Colombia,advanced,limited,top_rated
428,24.72,3.2,4.31,85,85.6,12.2,2848,32.5,customer_support,Peru,native,full_time,top_rated
429,18.08,0.4,3.81,14,85.0,16.9,894,5.9,mobile_development,Guatemala,intermediate,full_time,none
430,18.76,2.0,4.3,2,71.5,47.3,174,4.8,copywriting,Colombia,basic,full_time,rising_talent
431,35.71,4.1,4.59,67,95.6,11.5,2610,53.0,graphic_design,Argentina,advanced,weekends,none
432,82.19,11.4,4.84,127,94.0,2.2,2193,88.3,mobile_development,Colombia,intermediate,full_time,top_rated
433,18.63,3.7,3.76,99,71.6,34.7,3422,13.7,copywriting,Argentina,intermediate,weekends,top_rated
434,30.58,6.0,4.69,103,84.6,11.2,4222,18.7,mobile_development,Colombia,native,full_time,top_rated
435,14.56,0.2,4.22,20,68.4,14.9,744,22.8,web_development,Mexico,native,full_time,top_rated
436,31.62,5.9,4.69,70,85.6,4.1,1993,35.1,graphic_design,Costa Rica,basic,full_time,rising_talent
437,38.1,6.0,4.47,58,86.8,14.9,1204,47.4,digital_marketing,Mexico,intermediate,part_time,none
438,17.18,1.4,3.86,32,72.0,40.9,1779,16.2,machine_learning,Chile,basic,part_time,none
439,79.8,8.5,4.61,326,96.5,5.5,9756,61.8,data_analysis,Chile,advanced,part_time,none
440,20.63,2.2,3.9,32,75.8,42.7,1600,15.5,machine_learning,Guatemala,intermediate,part_time,rising_talent
441,30.39,5.0,4.55,118,89.8,6.8,3453,34.5,customer_support,Argentina,advanced,full_time,none
442,21.59,6.6,4.45,85,83.6,11.1,1846,40.8,digital_marketing,Argentina,intermediate,full_time,top_rated
443,37.12,6.7,4.71,116,91.2,4.7,4787,26.7,copywriting,El Salvador,advanced,weekends,top_rated
444,38.73,5.7,4.28,50,84.2,9.4,1306,46.7,mobile_development,Guatemala,native,full_time,none
445,53.74,13.9,4.8,112,93.4,1.8,2714,51.3,copywriting,Guatemala,advanced,full_time,verified
446,88.68,11.8,4.64,105,99.3,4.1,1262,62.9,data_analysis,Guatemala,intermediate,part_time,none
447,13.06,2.2,4.14,33,76.5,43.1,1118,5.5,mobile_development,El Salvador,native,full_time,none
448,68.68,9.3,4.67,216,93.7,6.3,3383,58.0,machine_learning,Argentina,basic,full_time,verified
449,52.93,5.6,3.62,8,59.6,59.6,425,14.4,copywriting,Costa Rica,native,part_time,none
450,78.01,12.1,4.96,109,99.8,7.9,4163,80.0,machine_learning,Chile,advanced,part_time,none
451,90.01,11.9,4.66,286,94.5,2.4,8037,67.2,copywriting,Costa Rica,advanced,weekends,none
452,29.75,5.9,4.73,91,95.9,6.7,2783,18.7,graphic_design,Guatemala,basic,weekends,top_rated
453,18.84,2.2,4.39,8,81.8,42.0,864,8.0,data_analysis,El Salvador,intermediate,full_time,top_rated
454,46.63,9.9,3.48,85,67.0,63.6,3044,4.7,graphic_design,Costa Rica,intermediate,part_time,none
455,40.57,4.4,4.26,116,88.0,8.4,1554,18.7,customer_support,Mexico,intermediate,full_time,top_rated
456,29.87,4.1,4.5,79,96.0,12.0,1687,52.9,graphic_design,Colombia,intermediate,full_time,expert_vetted
457,33.23,5.8,4.47,29,92.5,15.3,1121,29.8,data_analysis,Mexico,intermediate,part_time,top_rated
458,12.27,1.1,3.76,2,83.2,15.4,354,15.6,mobile_development,Colombia,advanced,full_time,none
459,41.76,4.7,4.54,97,88.3,7.4,3094,30.1,graphic_design,El Salvador,advanced,full_time,none
460,49.47,12.0,4.85,278,92.3,3.8,9657,67.0,digital_marketing,Mexico,advanced,full_time,top_rated
461,80.37,11.5,4.65,123,91.9,5.3,3070,68.8,customer_support,Guatemala,basic,limited,none
462,19.01,0.7,4.14,29,66.9,30.3,639,9.4,copywriting,Costa Rica,intermediate,part_time,top_rated
463,22.28,6.9,4.53,61,84.0,6.3,1331,18.6,web_development,Peru,intermediate,full_time,none
464,9.99,2.7,3.73,8,66.2,19.1,689,15.7,machine_learning,Mexico,intermediate,part_time,top_rated
465,8.4,1.9,4.32,2,71.2,46.6,849,17.5,graphic_design,Chile,advanced,full_time,rising_talent
466,39.57,3.6,4.52,46,92.9,10.0,930,32.0,customer_support,Chile,advanced,part_time,none
467,23.75,3.3,3.62,49,72.8,29.5,1151,16.8,data_analysis,Chile,basic,full_time,rising_talent
468,94.94,14.0,4.68,338,99.6,3.2,5859,74.1,customer_support,Chile,intermediate,limited,none
469,113.88,3.1,2.84,107,94.9,98.68,2670,15.2,data_analysis,Mexico,advanced,limited,rising_talent
470,23.09,6.9,4.43,101,87.0,5.3,1303,45.7,copywriting,Argentina,intermediate,part_time,none
471,43.03,4.4,4.25,103,90.8,13.5,3551,23.8,digital_marketing,El Salvador,native,full_time,none
472,19.5,1.2,4.28,33,76.4,31.0,1450,17.2,graphic_design,Mexico,advanced,full_time,none
473,48.79,8.9,3.67,40,51.3,54.6,1153,19.8,customer_support,Guatemala,native,full_time,verified
474,21.14,1.3,4.4,18,67.8,29.7,903,13.4,mobile_development,Guatemala,intermediate,full_time,none
475,10.72,0.2,4.01,2,87.8,18.6,266,17.9,graphic_design,Peru,intermediate,full_time,none
476,40.2,5.4,4.58,67,93.8,6.2,2883,33.9,copywriting,Argentina,native,weekends,top_rated
477,76.27,11.6,4.63,111,99.2,3.6,3296,84.5,customer_support,Guatemala,intermediate,full_time,none
